RepID,RepIDurl,ExpID,ExpName,Purpose,Conclusion,Comments,Keywords,ManuscriptUrl,Manuscripts,Design,Design_FCS_Count,MifScore,PResearcher,PInvestigator,UploadAuth,ExpDates,ExpStart,ExpEnd,UploadDate,LastUpdate,Organizations,Funding,QualControl,QualControlUrl,hasWSP,Attachments,Event_total_K,Event_mean_K,FCS_count,FCS_total_MB,FCS_mean_MB,FCSVers,Cytometer
FR-FCM-Z5MK,FR-FCM-Z5MK,5844,Comparative study of sputum-resident leukocytes,To compare frequencies of sputum-resident subsets of lung leukocytes and their activation status in liquefied sputum samples,"1.
                    Enzymatically treated samples were better liquefied than those treated with DTT or PBS, which resulted in a more accurate cytometric analysis.
                    2.
                    Frequencies of all cell subsets analyzed (mature neutrophils, eosinophils and lymphocytes) within liquefied samples were comparable between liquefaction methods.
                    3.
                    Enzymatic method retains in vivo functional characteristics of sputum-resident leukocytes (with regard to HLA-DR, CD63 and CD11b expression).",Ethics and Scientific Committee approval with reference IB 4005/19-PI,[Cytometry of sputum immune cells][Enzymatic liquefaction of respiratory samples][DTT][Untouched sputum leukocytes],,,"[Sample Type = All markers(55), analysis of autofluorescence in DAPI-neg cells(33), analysis of non-specific binding of antibodies by using IgG1-Isotype control(30)], [Conditions = Samples liquefied by DTT(40), Samples liquefied by enzymatic method(40), Samples treated with PBS(38)]",118,56,Antonio Clemente,Antonio Clemente,Antonio Clemente,2021-06-21 - 2022-06-30,2021-06-21,2022-06-30,2022-08-01,2022-08-01,"IdISBa,  Multidisciplinary Sepsis Group, Palma de Mallorca, Balearic Islands (Spain)",This study has been funded by Instituto de Salud Carlos III (ISCIII) through the project DTS21/00025 and co-funded by the European Union. A.C. work contract was funded by Synergia grant with reference SYN20/03 from IdISBa and co-funded by The European Regional Development Fund (ERDF).,"PBS control treatment.
                    Exclusion of dead cells by DAPI.
                    Exclusion of doublets.
                    Blockade of Fc membrane receptors with human IgG.
                    Fluorescent antibody mix.",,,,28092.065,238.068,118,1607.941,13.627,FCS3.0(118),BD FACSVerse(118)
FR-FCM-Z5MQ,FR-FCM-Z5MQ,5850,Magnitude and kinetics of the human immune cell response associated with severe dengue progression by single-cell proteomics,"We performed immune profiling by mass cytometry of PBMCs collected longitudinally from severe dengue progressors and uncomplicated dengue patients to profile the magnitude of innate, adaptive and regulatory immune responses to DENV infection in humans.",None,,[Dengue infection][Severe dengue][Pathogenesis; Immunology][Single-cell proteomics],,,"[Timepoints = First Blood Draw(93), Fourth Blood Draw(3), Second Blood Draw(21), Third Blood Draw(7)], [Sample Type = PBMCs(148)]",148,24,Makeda Robinson,Shirit Einav,Makeda Robinson,2019-01-01 -,2019-01-01,,2022-08-01,2022-08-01,None,Not disclosed,None,,,,11159.968,75.405,148,2810.367,18.989,FCS3.0(148),DVSSCIENCES-CYTOF-6.0.626(148)
FR-FCM-Z5MU,FR-FCM-Z5MU,5854,iCoreDrop development and performance,Development of an immune monitoring assay with open biomarker channels using optimal spectral cytometry assay practices.,High assay precision is achievable on the 5-laser Cytek Aurora for a 36-color assay utilizing flexible drop in channels. A thorough interrogation of single stain controls and unmixing setup was required to achieve this result.,,[autofluorescence][spectral cytometry][Cytek Aurora][reference controls][drop-in channels][precision],[36458334],http://www.ncbi.nlm.nih.gov/pubmed/36458334,,,52,Holly Jensen,Holly Jensen,Holly Jensen,2022-03-01 - 2022-05-31,2022-03-01,2022-05-31,2022-08-01,2022-09-01,"Bristol Myers Squibb,  Tumor Microenvironment TRC, Redwood City, CA (United States)",Not disclosed,QC beads were run daily to maintain instrument performance. Similarity Indices were tracked over time for stock antibody reagents and dilutions to assess stability. Extensive bead vs cells checks were performed to determine optimal reference (single stain) controls. FMM controls were used to QC the gating strategy. Samples were run in triplicate during assay performance characterization.,,,,32386.752,514.075,63,4818.807,76.489,FCS3.1(63),Aurora(63)
FR-FCM-Z5MV,FR-FCM-Z5MV,5855,Cross-platform immunophenotyping of human PBMC with four high-dimensional flow cytometry panels,To develop high parameter panels for longitudinal phenotyping and evaluate their performance on a conventional and a spectral cytometer,"Utilizing multiple high parameter panels for longitudinal immunophenotyping is an effective method. Additionally, spectral and conventional cytometers provide highly similar results for the developed panels.",,[Immunophenotyping][PBMC][spectral cytometry][High dimensional flow cytometry][conventional cytometry],[36571245],http://www.ncbi.nlm.nih.gov/pubmed/36571245,,,51,Alex Heubeck,Alex Heubeck,Alex Heubeck,2019-08-01 - 2020-08-01,2019-08-01,2020-08-01,2022-08-01,2022-11-01,"Allen Institute for Immunology, Seattle, Washington (United States)",Internal,Instrument QC was performed according to manufacturer recommended methods using appropriate QC beads,,,,28037.554,96.019,292,3597.401,12.32,FCS3.0(292),"Aurora(146), LSRFortessa(137), (9)"
FR-FCM-Z5MY,FR-FCM-Z5MY,5825,Peritoneal neutrophil characterization,To characterize infiltrated neutrophils by cell surface staining with anti-CD45 and anti-Ly6G antibodies.,No significant difference in the frequency of neutrophils between WT and Rhoh-/- mice was observed.,,[acute peritonitis][neutrophil infiltration][Ly6G],,,"[Sample Type = Mouse peritoneal neutrophils(56)], [Conditions = KO(22), WT(34)]",56,54,Shuang Peng,Shuang Peng,Shuang Peng,2021-06-01 - 2022-05-30,2021-06-01,2022-05-30,2022-08-01,2022-08-01,"The University of Bern, Bern,  (Switzerland)",Not disclosed,Compensation was performed and unstained samples were included,,,,614.677,10.976,56,24.649,0.44,FCS3.0(56),BD FACSVerse(56)
FR-FCM-Z5MZ,FR-FCM-Z5MZ,5824,Mouse neutrophil degranulation,To examine mouse neutrophil degranulation by measuring cell surface expression of CD63.,RhoH incuction by GM-CSF or RhoH overexpression impaired neutrophil degranulation.,,[CD63][degranulation][Mouse neutrophil],,,"[Sample Type = BM neutrophils(60), Hoxb8 neutrophils(27)]",87,54,Shuang Peng,Shuang Peng,Shuang Peng,2017-10-02 - 2022-05-30,2017-10-02,2022-05-30,2022-08-01,2022-08-01,"The University of Bern, Bern,  (Switzerland)",Not disclosed,"PE-conjugated Rat IgG2a, κ isotype control (clone R35-95; BD Biosciences) was used at the same concentration.",,,,1630,18.736,87,120.479,1.385,FCS3.0(87),BD FACSVerse(87)
FR-FCM-Z5N4,FR-FCM-Z5N4,5860,The impact of WGAN-GP and BAGAN-GP generated cRBSs on glucarate biosensor dynamic range,To verify the functionality of the WGAN-GP and BAGAN-GP models generated cRBSs in glucarate biosensor.,"78% of the WGAN-GP generated cRBSs were functional, and 99% of the BAGAN-GP generated cRBSs with desired glucarate biosensor dynamic range were functional.",,[dynamic range][glucarate biosensor][generative adversarial network][predictive model][cross-ribosome binding site],,,"[Timepoints = 211117(72), 211201(122), 211214(12), 220501(186), 220511(363)], [Conditions = -GA(378), +GA(377)]",755,100,nn ding,Shenghu Zhou,nn ding,2021-10-25 - 2022-05-25,2021-10-25,2022-05-25,2022-08-01,2022-08-01,"jiangnan university,  National Engineering Laboratory for Cereal Fermentation Technology (NELCF), wuxi, Jiangshu (china)","This work was supported by the National Key R&D Program of China (2019YFA0905502), the National Natural Science Foundation of China (21877053 and 31900066), the Tianjin Synthetic Biotechnology Innovation Capacity Improvement Project (TSBICIP-KJGG-015), the China Postdoctoral Science Foundation (2021M690533).",Remove background and adhesion,4|FCS collection for software testing,WSP,"20220620-51_WGAN-GP_cRBSs.wsp, 20220620-140_BAGAN-GP_cRBSs.wsp",43264.45,57.304,755,991.704,1.314,FCS3.0(755),FACSAriaIII(755)
FR-FCM-Z5NF,FR-FCM-Z5NF,5871,Differential timing for glucose assimilation in Prochlorococcus and coexistent microbial populations in the North Pacific Subtropical Gyre,"                    Obtain cell abundances for marine microorganisms, particularly Prochlorococcus, over a diel cycle in the surface seawater of the North Pacific subtropical gyre.
                    
                    Sampling times of the day are given next to the file name:
                    U-HOT296-FCM-1_001.fcs	6:20:00 AM
                    U-HOT296-FCM-2_001.fcs	6:20:00 AM
                    U-HOT296-FCM-3_001.fcs	12:20:00 PM
                    U-HOT296-FCM-4_001.fcs	12:20:00 PM
                    U-HOT296-FCM-5_001.fcs	6:20:00 PM
                    U-HOT296-FCM-6_001.fcs	6:20:00 PM
                    U-HOT296-FCM-7_001.fcs	12:20:00 AM
                    U-HOT296-FCM-8_001.fcs	12:20:00 AM
                    U-HOT296-FCM-9_002.fcs	6:20:00 AM
                    U-HOT296-FCM-10_002.fcs	6:20:00 AM
                    U-HOT296-FCM-11_001.fcs	12:20:00 PM
                    U-HOT296-FCM-12_001.fcs	12:20:00 PM
                    U-HOT296-FCM-13_001.fcs	6:20:00 PM
                    U-HOT296-FCM-14_001.fcs	6:20:00 PM
                    U-HOT296-FCM-15_001.fcs	12:20:00 AM
                    U-HOT296-FCM-16_001.fcs	12:20:00 AM
                    U-HOT296-FCM-18_001.fcs	6:20:00 AM
                    U-HOT296-FCM-17_001.fcs	6:20:00 AM
                    U-HOT296-FCM-19_001.fcs	12:20:00 PM
                    U-HOT296-FCM-20_001.fcs	12:20:00 PM
                  ",None,"Subsamples for flow cytometric cell counts were taken in duplicate 2 ml samples, fixed with paraformaldehyde (0.24% final concentration) and incubated for 15 min in the dark before flash freezing and storing at -80˚C until analysis back in the laboratory. 
                    
                    Phytoplankton groups were enumerated using a BD Influx flow cytometer equipped with a forward scatter (FSC) detector with small particle option (BD Biosciences, San Jose, CA, USA). Prochlorococcus, Synechococcus, Crocosphaera and pigmented eukaryotes (<5-µm (1)) were enumerated in unstained samples following published protocols (2). Briefly, cells were identified based on red fluorescence signals vs FSC, then further gated by FSC and orange fluorescence. The high phycoerythrin (orange) signal in Synechococcus and Crocosphaera was used to distinguish them from Prochlorococcus and pigmented eukaryotes. A 488 plus a 457 nm (200 and 300 mW solid state, respectively) laser focused into the same pinhole resolved dim surface Prochlorococcus population from background noise in a FSC vs red fluorescence plot. Potential particle aggregates were discarded using a pulse width vs. forward scatter plot. Calibration and alignment were done using 1-μm yellow-green microspheres (Polysciences, USA).
                    
                    1.	Duhamel S, Kim E, Sprung B, Anderson OR. Small pigmented eukaryotes play a major role in carbon cycling in the P-depleted western subtropical North Atlantic, which may be supported by mixotrophy. Limnol Oceanogr. 2019;64:2424-40.
                    2.	Bock N, Van Wambeke F, Dion M, Duhamel S. Microbial community structure in the western tropical South Pacific. Biogeosciences. 2018;15(12):3909-25.",,,,,,17,Solange Duhamel,Solange Duhamel,Solange Duhamel,2022-08-26 -,2022-08-26,,2022-08-01,2022-09-01,"Columbia University,  Lamont-Doherty Earth Observatory, New York,  (US)",S.D. was funded by the National Science Foundation (OCE-1434916),None,,,,5725.961,286.298,20,415.105,20.755,FCS3.0(20),BD Influx System (USB)(20)
FR-FCM-Z5NY,FR-FCM-Z5NY,5857,"Vakrakou A., Paschalidis N., et al 2023 Deep immunophenotyping of PBMCs from MS patients","We designed a novel 44 -parameter mass cytometry panel to interrogate the role of effector and regulatory subpopulations of peripheral blood myeloid subsets along with B and T cells (excluding granulocytes) in MS, assessing three different patient cohorts: RRMS, PPMS (Primary Progressive) and Tumefactive MS patients (TMS)",We have identified previously uncharacterized subsets of circulating myeloid cells and shown them to correlate with distinct disease forms of MS as well as with specific disease state (relapse / remission). These results highlight the potential for therapies that specifically target myeloid cells to impact MS activity and progression depending on the disease subtype and stage of the disease.,,[B cells][NK cells][T cells][mass cytometry][macrophages][multiple sclerosis][tumefactive multiple sclerosis][myeloid-signature],,,"[Conditions = HD(10), PPMS(10), RRMS(10), TMS(15)]",45,84,Nikolaos Paschalidis,Nikolaos Paschalidis,Nikolaos Paschalidis,2021-10-01 - 2022-01-31,2021-10-01,2022-01-31,2022-08-01,2023-01-01,"Biomedical Research Foundation Academy of Athens,  Mass Cytometry - CyTOF Laboratory, Athens,  (Greece)","This study was funded by the Special Account for Research Funding (E.L.K.E., grant number 10563). This work was further supported by the “Infrastructure for Preclinical and early-Phase Clinical Development of Drugs, Therapeutics and Biomedical Devices (EATRIS-GR)” (MIS 5028091), which is implemented under the Action “Reinforcement of the Research and Innovation Infrastructure”, funded by the Operational Programme “Competitiveness, Entrepreneurship and Innovation” (NSRF 2014- 2020) and co-financed by Greece and the European Union (European Regional Development Fund). EAN fellowship was granted to AGV. The funders were not involved in the study design, collection, analysis, interpretation of data, the writing of this article or the decision to submit it for publication.",Data acquisition quality was monitored through QC - tuning testing of the Helios mass cytometer,1483|An optimized multiplex flow cytometry protocol for the analysis of intracellular signaling in peripheral blood mononuclear cells,,"Vakrakou_et_al_Ab_validation_example.pptx, Vakrakou_et_al_Data_Cleanup.pptx, Vakrakou_et_al_Dim_Reduction.pptx, Vakrakou_et_al_FlowSOM.pptx",19025.572,422.79,45,3193.526,70.967,FCS3.0(45),DVSSCIENCES-CYTOF-1.0.0(45)
FR-FCM-Z5NZ,FR-FCM-Z5NZ,5856,HCCmusmodels,Comparing profiles of HCC mouse models,https://doi.org/10.1002/hep.32707,,[flow cytometry][mass cytometry][CyTOF][Standardization][mouse][immune-monitoring],,,,,25,Won Jin Ho,Won Jin Ho,Won Jin Ho,2022-08-20 -,2022-08-20,,2022-08-01,2022-08-01,"Johns Hopkins University, Baltimore, Maryland (USA)",Not disclosed,None,,,"hcc_panel.xlsx, hcc_metadata.xlsx",1103.084,47.96,23,256.775,11.164,FCS3.0(23),DVSSCIENCES-FLUIDIGM-CYTOF-7.0.8493(23)
FR-FCM-Z5P8,FR-FCM-Z5P8,5928,Group-specific phytoplankton carbon fixation rate in the southwest Pacific Ocean,"                    Flow cytometry sorted populations of 1) marine Synechococcus, 2) photosynthetic picoeukaryotes and 3) photosynthetic nanoeukaryotes.
                    
                    Seawater samples were collected during TAN1810 oceanography campaign (21st October - 21st November 2018) at Southwest Pacific Ocean, near the Chatham Rise (New Zealand).
                    
                    There are three different sample types collected:
                    1) Initial- Water samples were fixed and sorted at time of collection
                    2) Light - water samples were spiked with radioactively labelled bicarbonate and incubated in-situ. Three replicates per station labelled vials A, B, C. 
                    3) Dark -  water samples were spiked with radioactively labelled bicarbonate and incubated in the dark.
                  ",None,"Flow cytometry file metadata is available on Github at (https://github.com/deniseong/marine-Synechococcus-metaB/tree/main/7_FCM%20files%20metadata).
                    
                    Samples were collected by Andres Gutiérrez-Rodríguez (Instituto Español de Oceanografía Centro Oceanográfico de Xixón) and Adriana Lopes dos Santos (Nanyang Technological University, Asian School of the Environment). Flow cytometry sorting was carried out by Dominique Marie (Sorbonne Université, CNRS, UMR 7144 (AD2M), Station Biologique de Roscoff) and Adriana Lopes dos Santos.",[marine][phytoplankton][Chatham rise][carbon isotope incubation][southwest Pacific ocean],,,,,22,Denise Rui Ying Ong,Adriana Lopes dos Santos,Denise Rui Ying Ong,2022-09-11 -,2022-09-11,,2022-09-01,2022-10-01,"Nanyang Technological University, Singapore,  (Singapore)",Not disclosed,None,,,,4527.138,50.867,89,43.29,0.486,FCS2.0(89),FACSAria(89)
FR-FCM-Z5PC,FR-FCM-Z5PC,5932,Immune phenotypes that are associated with subsequent COVID-19 severity inferred from post-recovery samples,"Severe COVID-19 causes profound immune perturbations, but pre-infection immune signatures contributing to severe COVID-19 remain unknown. Genome-wide association studies (GWAS) identified strong associations between severe disease and several chemokine receptors and molecules from the type I interferon pathway. Here, we define immune signatures associated with severe COVID-19 using high-dimensional flow cytometry. We measured the peripheral immune system from individuals who recovered from mild, moderate, severe or critical COVID-19 and focused only on those immune signatures returning to steady-state. Individuals that suffered from severe COVID-19 showed reduced frequencies of T cell, mucosal-associated invariant T cell (MAIT) and dendritic cell (DC) subsets and altered chemokine receptor expression on several subsets, such as reduced levels of CCR1 and CCR2 on monocyte subsets. Furthermore, we found reduced frequencies of type I interferon-producing plasmacytoid DCs and altered IFNAR2 expression on several myeloid cells in individuals recovered from severe COVID-19. Thus, these data identify potential immune mechanisms contributing to severe COVID-19.","Severe COVID-19 causes profound immune perturbations, but pre-infection immune signatures contributing to severe COVID-19 remain unknown. Genome-wide association studies (GWAS) identified strong associations between severe disease and several chemokine receptors and molecules from the type I interferon pathway. Here, we define immune signatures associated with severe COVID-19 using high-dimensional flow cytometry. We measured the peripheral immune system from individuals who recovered from mild, moderate, severe or critical COVID-19 and focused only on those immune signatures returning to steady-state. Individuals that suffered from severe COVID-19 showed reduced frequencies of T cell, mucosal-associated invariant T cell (MAIT) and dendritic cell (DC) subsets and altered chemokine receptor expression on several subsets, such as reduced levels of CCR1 and CCR2 on monocyte subsets. Furthermore, we found reduced frequencies of type I interferon-producing plasmacytoid DCs and altered IFNAR2 expression on several myeloid cells in individuals recovered from severe COVID-19. Thus, these data identify potential immune mechanisms contributing to severe COVID-19.","Data from publication ""Immune phenotypes that are associated with subsequent COVID-19 severity inferred from post-recovery samples"" in Nature Communications (DOI /10.1038/s41467-022-34638-2)",[high content flow cytometry][Immunophenotyping][COVID-19][cohort studies],,,"[Conditions = BDC-CR1 panel(274), BDC-CR2 panel(276), TNK-CR1 panel(277), TNK-CR2 panel(277)]",1104,96,Thomas Liechti,Thomas Liechti,Thomas Liechti,2020-02-01 - 2022-09-13,2020-02-01,2022-09-13,2022-09-01,2022-11-01,"Vaccine Research Center,  National Institute of Health, Bethesda, , MD,  (USA)",Not disclosed,"PMT voltages optimized using QuantiFlash technology by the VRC flow core facility, Daily QC using Spherotec Ultra Rainbow beads, Fluorescence Minus One (FMO) controls used to assess resolution of dim markers, assessment of spillover spreading error issues using spill over spreading matrix and visual inspection using NxN plots",,WSP,"210224_BDC_CR1_analysis_template.wsp, 210224_BDC_CR2_analysis_template.wsp, 210224_TNK-CR2_analysis_template.wsp, 210520_TNK-CR1_analysis_template.wsp, 220115_Demographics_for_raw_data_upload.csv",464342.437,420.6,1104,58469.025,52.961,FCS3.0(1104),LSRFortessa(1104)
FR-FCM-Z5PD,FR-FCM-Z5PD,5933,iCoreDrop extra files,Supporting files for iCoreDrop - Development of an immune monitoring assay with open biomarker channels using optimal spectral cytometry assay practices.,Supporting files for iCoreDrop - High assay precision is achievable on the 5-laser Cytek Aurora for a 36-color assay utilizing flexible drop in channels. A thorough interrogation of single stain controls and unmixing setup was required to achieve this result.,,[autofluorescence][spectral cytometry][Cytek Aurora][reference controls][drop-in channels][precision],[36458334],http://www.ncbi.nlm.nih.gov/pubmed/36458334,,,52,Holly Jensen,Holly Jensen,Holly Jensen,2021-03-01 - 2022-06-30,2021-03-01,2022-06-30,2022-09-01,2022-10-01,"Bristol Myers Squibb,  Translational Research, Redwood City, CA (USA)",Not disclosed,Supporting files for iCoreDrop - QC beads were run daily to maintain instrument performance. Similarity Indices were tracked over time for stock antibody reagents and dilutions to assess stability. Extensive bead vs cells checks were performed to determine optimal reference (single stain) controls. FMM controls were used to QC the gating strategy. Samples were run in triplicate during assay performance characterization.,,,,101421.543,1056.474,96,17304.789,180.258,"FCS3.1(51), FCS3.0(45)",Aurora(96)
FR-FCM-Z5PZ,FR-FCM-Z5PZ,5920,KEYNOTE001_UCLA_CYTOF,to discover blood baseline immune predictors of pembrolizumab efficacy in advanced NSCLC,"see Rochigneux et al., Cancer Research 2022 (in press)",,[immunotherapy][pembrolizumab][immune monitoring][lung cancer][immune biomarker][mass cytometry.],,,,,30,Philippe ROCHIGNEUX,Philippe ROCHIGNEUX,Philippe ROCHIGNEUX,2018-07-01 - 2022-09-04,2018-07-01,2022-09-04,2022-09-01,2022-09-01,"UCLA,  Cytometry Core, Los Angeles,  (USA)","Fondation de France UNICANCER, Institut Paoli-Calmettes, grant of FRM (Equipe FRM 2018 DEQ20180339209), SIGN’IT grant from Fondation ARC, grant NIH-NCI K08 CA245249-01A1, LUNGevity 2019 Career Development Award,NIH grant (R01 CA208403).","in each CYTOF acquisition (barcoded samples), the same healthy donnor was included to minimize batch effect.",,,20220908_KEYNOTE001_UCLA_clinical_data_Flowrep.xls,10524.577,389.799,27,2408.986,89.222,FCS3.0(27),DVSSCIENCES-CYTOF-1.7.0(27)
FR-FCM-Z5Q7,FR-FCM-Z5Q7,5959,Flow cytometry in dog cancer,"To detect minor/aberrant subsets within a mixed population of cells in various canine neoplastic samples including blood, lymph node and solid tumors.",Our results demonstrate that a 9-color flow cytometry panel enables to characterize different cell subpopulations including myeloid cells.,,[Lymphoma][Blood][melanoma][lymph node][Dog],,,,,47,Takanori Kitamura,Takanori Kitamura,Takanori Kitamura,2019-12-01 -,2019-12-01,,2022-09-01,2022-09-01,"University of Edinburgh,  Veterinary Clinical Sciences, Midlothian,  (United Kingdom)",Canine Welfare Grant from Dogs Trust UK (Project ID 8841383),None,,,,1877.473,312.912,6,124.509,20.751,FCS3.0(6),LSRFortessa(6)
FR-FCM-Z5Q8,FR-FCM-Z5Q8,5960,32 marker mass cytometry panel for T cells,To standardize a 32 marker mass cytometry panel able to characterize CD4 and CD8 T cells.,"This panel is able to identify all canonical lineage markers as well as CD4 T cell helper subsets, CD4 and CD8 T cell activation and memory subsets",,[CD4 T cells][mass cytometry][CD8 T cells],,,,,47,Alexis Sponaugle,Alexis Sponaugle,Alexis Sponaugle,2021-08-10 - 2022-10-10,2021-08-10,2022-10-10,2022-09-01,2022-10-01,"University of North Carolina at Chapel Hill, Chapel Hill,  (United States of America)",Not disclosed,The same human PBMCs were spiked into all fully stained samples tagged with CD45 111Cd in order to confirm optimal staining and account for batch effects.,,,,11171.498,186.192,60,8953.523,149.225,FCS3.0(60),"DVSSCIENCES-FLUIDIGM-CYTOF-7.0.8493(41), DVSSCIENCES-FLUIDIGM-CYTOF-7.0.5189(19)"
FR-FCM-Z5Q9,FR-FCM-Z5Q9,5961,Macaque sample for STAR Protocols,To phenotypically characterize non-human colonic lamina propria mononuclear cells,"Identificication of CD64-CD11c+ dendritic cells, CD64+CD11c+ macrophages and CD64+CD11c- macrophages",,[colon-lamina-propria-mononuclear-cells-dendritic-cells-macrophages-identification],,,,,60,MARIANGELA CAVARELLI,MARIANGELA CAVARELLI,MARIANGELA CAVARELLI,2022-09-27 - 2022-09-27,2022-09-27,2022-09-27,2022-09-01,2022-09-01,"CEA,  Division of Immuno-Virology, DSV/iMETI, Fontenay-aux-Roses,  (France)",ANRS,Unstained sample and FMO controls,,,,2143.532,1071.766,2,163.551,81.775,FCS3.0(2),LSRFortessa (LSRII)(2)
FR-FCM-Z5QA,FR-FCM-Z5QA,5962,Effect of interferon beta on the level of adipcoyte IRF7 and mitochiondrial content,"Interferon regulatory factor 7 (IRF7) is an interferon-stimulated gene product. Interferons may damage mitochondria and increase IRF7 level. Our hypothesis was that higher IRF7 llevels may promote mitochondrial damage (reduce mitochondrial load of adipocytes), and IFNbeta may be the key trigger of incresed IRF7 level. Overall, we measured IRF7 protein level, IFNbeta level and mitochondrial content of primary mouse and human fat cells and 3T3-L1 cells.",None,,,,,,,16,Tamás Röszer,Tamás Röszer,Tamás Röszer,2019-09-01 - 2022-09-27,2019-09-01,2022-09-27,2022-09-01,2022-09-01,None,Not disclosed,None,,,,11897.799,13.118,907,450.807,0.497,FCS3.0(907),"LSRII(792), FACSCantoII(115)"
FR-FCM-Z5QG,FR-FCM-Z5QG,5968,Mass Cytometry data sets of mycosis fungoides,Investigate the proportions of T cells sub-sates in patients with mycosis fungoides,None,"Some FCS files failed to upload, please contact the author for complete data",[mycosis fungoides (MF)][cutaneous T-cell lymphoma (CTCL)],[38787417],http://www.ncbi.nlm.nih.gov/pubmed/38787417,,,56,Zhengbang Dong,Zhengbang Dong,Zhengbang Dong,2022-08-01 -,2022-08-01,,2022-09-01,2024-06-01,"Zhongda Hospital, Southeast University,  Zhongda Hospital, Southeast University, Nanjing, Jiangsu (中国)",Not disclosed,None,,WSP,"MF2.wsp, MF2-Tables.pdf",1691.104,58.314,29,116.151,4.005,FCS3.0(29),cytof2(29)
FR-FCM-Z5QM,FR-FCM-Z5QM,5974,R' method for determination of parameter alpha for FRET,"Parameter alpha is required for the calculation of the energy transfer efficiency in intensity-based FRET experiments. We developed a method for determining alpha in microscopic implementations of intensity-based FRET measurements using a single sample. This approach requires a parameter, R', that describes the fraction of binding sites occupied by the donor antibodies in cells or beads labeled with a mixture of donor-tagged and acceptor-tagged antibodies, and it is also influenced by the degrees of labeling of the two antibodies.",None,,,,,,,39,Peter Nagy,Peter Nagy,Peter Nagy,2020-01-01 - 2022-10-31,2020-01-01,2022-10-31,2022-10-01,2022-10-01,"University of Debrecen,  Department of Biophysics and Cell Biology, Debrecen,  (Hungary)",Not disclosed,None,,,,324.994,32.499,10,40.143,4.014,FCS3.0(10),NovoCyte(10)
FR-FCM-Z5QX,FR-FCM-Z5QX,5976,Autofluorescence Prediction Model for Fluorescence Unmixing and Age Determination,"                    The flow cytometry data consists of 13 independent yeast cultures inoculated at different time points in triplicates to analyze the autofluorescence and develop a method for autofluorescence prediction.
                    First, the autofluorescence of each sample was measured in triplicate. Next., cells were stained using the developed protein. WGA-FITC, the gold standard, was used compared to this staining method.
                    At least, transferability to other yeast strains was determined.
                  ",The demonstrated approach enables fast and reliable unmixing of flow cytometric spectral data using a single-laser spectral unmixing method. This analysis method enables the age determination of cells in industrial processes.,"All Saccharomyces samples are differentiated between Reference samples (""R""), which are unstained, His6-SUMO-sfGFP-ChBD stained samples, which are marked with ""S"", and WGA-FITC stained cells, marked with ""W"".
                    Pichia pastoris samples are marked the following way: reference samples with ""WT R1-3"", His6-SUMO-sfGFP-ChBD with ""WT P1-3"", and WGA-FITC without any other indicator ""WT 1-3"".",[autofluorescence][budding yeast][single cell analytics][physiological state],,,"[Conditions = Pichia pastoris(9), Saccharomyces yeast(91)], [Sample Type = His6-SUMO-sfGFP-ChBD stained yeast(42), Unstained yeast(42), WGA-FITC stained yeast(16)]",100,82,Marco  Eigenfeld,Marco  Eigenfeld,Marco  Eigenfeld,2021-08-17 - 2022-02-09,2021-08-17,2022-02-09,2022-10-01,2022-10-01,"Technical University of Munich, Freising,  (Germany)","This work was supported by the Deutsche Forschungsgemeinschaft (DFG, German Research Foundation)–441672360","Before each measurement per day, QC beads were used to adjust the laser alignment.
                    Each strain was measured in triplicate, except of WGA-FITC stained cells; these were performed one time",703|Flow Cytometry Data Analysis using R (2013 Bioinformatics Workshop),,,1991.022,19.91,100,106.801,1.068,FCS3.0(100),CytoFLEX(100)
FR-FCM-Z5R4,FR-FCM-Z5R4,5988,Tse5-CT,Evaluating the effefct of Tse5-CT on Pseudomonas putida EM383 cells.,"Tse5-CT causes cell membrane depolarization when expressed in Pseudomona putida EM383 cells.
                    Tse5-CT effect can be neutralized when Tsi5 inmunity protein is expressed in P. putida EM383 strain.",,[Pseudomonas putida][Pseudomonas aeruginosa][T6SS][Tse5][toxin],,,"[Sample Type = Cells gating(1), Negative Control(6), Neutralization(3), Positive Depolarization Control(3), Positive Permeabilitation control(3), Tse5-CT vs sp-Tse5-CT(6)], [Conditions = 1 mM m-toluenic acid induction(6), 1 mM m-toluenic and 100 nM IPTG co-induction(3), Antibiotic depolarization(3), Heat Shock(3), No induction(7)], [Doses = None(22)], [Timepoints = Same(22)]",22,96,Jon Altuna,Jon Altuna,Jon Altuna,2021-03-22 - 2022-03-24,2021-03-22,2022-03-24,2022-10-01,2022-10-01,"Instituto Biofisika, Leioa,  (España)",Not disclosed,"Positive permeabilitation (SYTOX™ Red) control, Positive depolarization (DiBAC4(3) (Bis-(1,3-Dibutylbarbituric Acid)Trimethine Oxonol)) control and negative unstained cell control",,,Exp_20221017_1.xit,280,12.727,22,21.499,0.977,FCS3.0(22),CytoFLEX(22)
